section_id,source_id,heading,start,end,section_sha256,disposition,rationale
SRC-03:P000001,SRC-03,Artifact Intervention under Competing Information Pathways,1,3,dadfb15c21622a534b2a2c2aaf958d487bac1608ead0b1c025970394df0da597,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000004,SRC-03,Abstract,4,10,586170f55682df6d6be5522033049f1b86f0d308753732e554d838a68b71b506,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000011,SRC-03,1. Introduction,11,11,6e62ee82e3df2a7dfcaba91e18eab2a77c9c7f7b4a5dceb49528346078b636d2,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000012,SRC-03,1.1 Underdetermination of performance gains,12,15,557ded256854bfb26203621ed04de83494fe87923a8323463ef8fb00059eb7e2,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000016,SRC-03,1.2 Research questions,16,19,50dae6b088f66553ae6621f85c71f691d7edc611ab3f3298ca785bf718b518aa,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000020,SRC-03,1.3 Claim hierarchy (frozen),20,22,d5ef68ca44b01a6e9e9e2f9343f72c3b543d03980aa8108830624835806b8b87,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000023,SRC-03,1.4 What this paper is not,23,24,e124122e1537d3f594ee6a0f2c834d6394c9da7472ff315cbdc57ed07d483660,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000025,SRC-03,2. Related foundations (established literatures),25,25,bc2278ecce55456be6fb5561a36e6f26e5d5e43d6685f00be4991bb0e340c627,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000026,SRC-03,2.1 Causal inference,26,27,eb53864b77e5f9af7e8b769464b86e7ff3b4ba1c37862e669d1b54fb73206f98,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000028,SRC-03,2.2 Construct validity,28,29,db8d1f99b44621978d2ca36d8e14057b0174b2fb7ba8c5f6ab30ae05e148fa06,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000030,SRC-03,"2.3 Transfer, demonstration, cases, retrieval, skills",30,32,9c4ef937abaa390d9abc018d54dbb776a72aec97f17ce1c72afdaff1ecb85612,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000033,SRC-03,2.4 Researcher degrees of freedom,33,34,33fdf5c7e3442c6a6be7ece31e96e7884129ee22d801bd004bbb0d97fc28a4ce,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
SRC-03:P000035,SRC-03,3. Conceptual architecture,35,35,7085444b30253fab1b9c6adc8599bfb2e14e9f30ab2961ca0a540f19ad55d246,REFERENCE_ONLY,Paper/protocol candidate; no execution authority
