section_id,source_id,heading,start,end,section_sha256,disposition,rationale
SRC-01:P007289,SRC-01,421. COMPUTE ACCOUNTING,7289,7295,1e708c988ec3f2a181b0088cbe97479a0a387c54bda4ab4f2c31be4999df67c4,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007296,SRC-01,422. COMPUTE BUDGET,7296,7302,3dab8b26caa9a0f86d79c3518618e072c8a3dd0b68fda0d63e72f73146da90cf,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007303,SRC-01,423. COMPUTE ESCALATION POLICY,7303,7307,15f883ff3de59f429311bb4d3ac85c17d2a1ffec1232f73353a96b57837efed7,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007308,SRC-01,424. LATENCY BUDGET,7308,7312,87d290e8c8a87d23cb01e5c9cc5a376346d1b3cc7402f6848a33f47d705ef7bc,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007313,SRC-01,425. LATENCY VS SCIENTIFIC INTEGRITY,7313,7317,254df03cc3b65abff834a1b6a2eec2e48296ea0c59714d9fa60a46e8e60e4482,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007318,SRC-01,426. MEMORY MINIMALITY,7318,7325,4fac1dd71845bc5bb8f2961b17e759c0a7ae9014d666e1121fe3ee3913a986c5,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007326,SRC-01,427. STORAGE MINIMALITY,7326,7332,92ff023f80ec6eae2fc315b9f079a11d731f1f3425f76d594669f556539fa2e5,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007333,SRC-01,428. DATA FORMAT STRATEGY,7333,7344,f17a5c330c181c18347fc967f725208b60a43f9587c70d66832d8469fffb2bfb,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007345,SRC-01,429. DATABASE GATE,7345,7351,9cf322a34bf45caf9e1f885d670e2dba44fdca406ed68a0001a2609e338c0e35,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P007352,SRC-01,430. VECTOR DATABASE GATE,7352,7357,13781d08c433673e8c830d112262ba393fe08aa41d82c3e5a6f6a661db257066,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
